Section,Subsection,LINK,SNO,FirstLine
পূজা,,RabindranathTagore_Songs_Puja#৫৭৪--পাতার-ভেলা-ভাসাই-নীরে,৫৭৪,পাতার ভেলা ভাসাই নীরে
পূজা,,RabindranathTagore_Songs_Puja#৫৭৫--আমাদের-খেপিয়ে-বেড়ায়-যে-কোথায়-লুকিয়ে-থাকে-রে,৫৭৫,আমাদের খেপিয়ে বেড়ায় যে কোথায় লুকিয়ে থাকে রে
পূজা,,RabindranathTagore_Songs_Puja#৫৭৬--চলি-গো-চলি-গো-যাই-গো-চলে,৫৭৬,চলি গো চলি গো যাই গো চলে
পূজা,,RabindranathTagore_Songs_Puja#৫৭৭--এখন-আমার-সময়-হল,৫৭৭,এখন আমার সময় হল
পূজা,,RabindranathTagore_Songs_Puja#৫৭৮--ওরে-পথিক-ওরে-প্রেমিক,৫৭৮,ওরে পথিক ওরে প্রেমিক
পূজা,,RabindranathTagore_Songs_Puja#৫৭৯--মোর-পথিকেরে-বুঝি-এনেছ-এবার-মোর-করুণ-রঙিন-পথ,৫৭৯,মোর পথিকেরে বুঝি এনেছ এবার মোর করুণ রঙিন পথ
পূজা,,RabindranathTagore_Songs_Puja#৫৮০--ছিন্ন-পাতার-সাজাই-তরণী-একা-একা-করি-খেলা,৫৮০,ছিন্ন পাতার সাজাই তরণী একা একা করি খেলা
পূজা,,RabindranathTagore_Songs_Puja#৫৮১--না-রে-না-রে-হবে-না-তোর-স্বর্গসাধন,৫৮১,না রে না রে হবে না তোর স্বর্গসাধন
পূজা,,RabindranathTagore_Songs_Puja#৫৮২--আপনি-আমার-কোন্খানে,৫৮২,আপনি আমার কোন্‌খানে
পূজা,,RabindranathTagore_Songs_Puja#৫৮৩--পথ-এখনো-শেষ-হল-না-মিলিয়ে-এল-দিনের-ভাতি,৫৮৩,পথ এখনো শেষ হল না মিলিয়ে এল দিনের ভাতি
পূজা,,RabindranathTagore_Songs_Puja#৫৮৪--যা-পেয়েছি-প্রথম-দিনে-সেই-যেন-পাই-শেষে,৫৮৪,যা পেয়েছি প্রথম দিনে সেই যেন পাই শেষে
পূজা,,RabindranathTagore_Songs_Puja#৫৮৫--জয়-জয়-পরমা-নিষ্কৃতি-হে-নমি-নমি,৫৮৫,জয় জয় পরমা নিষ্কৃতি হে নমি নমি
পূজা,,RabindranathTagore_Songs_Puja#৫৮৬--আঁধার-রাতে-একলা-পাগল-যায়-কেঁদে,৫৮৬,আঁধার রাতে একলা পাগল যায় কেঁদে
পূজা,,RabindranathTagore_Songs_Puja#৫৮৭--মরণের-মুখে-রেখে-দূরে-যাও-দূরে-যাও-চলে,৫৮৭,মরণের মুখে রেখে দূরে যাও দূরে যাও চলে
পূজা,,RabindranathTagore_Songs_Puja#৫৮৮--রজনীর-শেষ-তারা-গোপনে-আঁধারে-আধো-ঘুমে,৫৮৮,রজনীর শেষ তারা গোপনে আঁধারে আধো-ঘুমে
পূজা,,RabindranathTagore_Songs_Puja#৫৮৯--কোন্-খেলা-যে-খেলব-কখন-ভাবি-বসে-সেই-কথাটাই,৫৮৯,কোন্‌ খেলা যে খেলব কখন ভাবি বসে সেই কথাটাই
পূজা,,RabindranathTagore_Songs_Puja#৫৯০--অচেনাকে-ভয়-কী-আমার-ওরে,৫৯০,অচেনাকে ভয় কী আমার ওরে
পূজা,,RabindranathTagore_Songs_Puja#৫৯১--আবার-যদি-ইচ্ছা-কর-আবার-আসি-ফিরে,৫৯১,আবার যদি ইচ্ছা কর আবার আসি ফিরে
পূজা,,RabindranathTagore_Songs_Puja#৫৯২--পুষ্প-দিয়ে-মারো-যারে-চিনল-না-সে-মরণকে,৫৯২,পুষ্প দিয়ে মারো যারে চিনল না সে মরণকে
পূজা,,RabindranathTagore_Songs_Puja#৫৯৩--মেঘ-বলেছে-যাব-যাব-রাত-বলেছে-যাই,৫৯৩,মেঘ বলেছে ‘যাব যাব’ রাত বলেছে ‘যাই’
পূজা,,RabindranathTagore_Songs_Puja#৫৯৪--জানি-গো-দিন-যাবে-এ-দিন-যাবে,৫৯৪,জানি গো দিন যাবে এ দিন যাবে
পূজা,,RabindranathTagore_Songs_Puja#৫৯৫--অল্প-লইয়া-থাকি-তাই-মোর-যাহা-যায়-তাহা-যায়,৫৯৫,অল্প লইয়া থাকি তাই মোর যাহা যায় তাহা যায়
পূজা,,RabindranathTagore_Songs_Puja#৫৯৬--তোমার-অসীমে-প্রাণ-মন-লয়ে-যত-দূরে-আমি-ধাই,৫৯৬,তোমার অসীমে প্রাণ মন লয়ে যত দূরে আমি ধাই
পূজা,,RabindranathTagore_Songs_Puja#৫৯৭--আমি-আছি-তোমার-সভার-দুয়ার-দেশে,৫৯৭,আমি আছি তোমার সভার দুয়ার-দেশে
পূজা,,RabindranathTagore_Songs_Puja#৫৯৮--পেয়েছি-ছুটি-বিদায়-দেহো-ভাই,৫৯৮,পেয়েছি ছুটি বিদায় দেহো ভাই
পূজা,,RabindranathTagore_Songs_Puja#৫৯৯--আমার-যাবার-বেলাতে,৫৯৯,আমার যাবার বেলাতে
পূজা,,RabindranathTagore_Songs_Puja#৬০০--আঁধার-এল-বলে,৬০০,আঁধার এল ব’লে
পূজা,,RabindranathTagore_Songs_Puja#৬০১--দিন-যদি-হল-অবসান,৬০১,দিন যদি হল অবসান
পূজা,,RabindranathTagore_Songs_Puja#৬০২--তোমার-হাতের-অরুণলেখা-পাবার-লাগি-রাতারাতি,৬০২,তোমার হাতের অরুণলেখা পাবার লাগি রাতারাতি
পূজা,,RabindranathTagore_Songs_Puja#৬০৩--দিনের-বেলায়-বাঁশি-তোমার-বাজিয়েছিলে-অনেক-সুরে,৬০৩,দিনের বেলায় বাঁশি তোমার বাজিয়েছিলে অনেক সুরে
পূজা,,RabindranathTagore_Songs_Puja#৬০৪--মধুর-তোমার-শেষ-যে-না-পাই-প্রহর-হল-শেষ,৬০৪,মধুর তোমার শেষ যে না পাই প্রহর হল শেষ
পূজা,,RabindranathTagore_Songs_Puja#৬০৫--দিন-অবসান-হল,৬০৫,দিন অবসান হল
পূজা,,RabindranathTagore_Songs_Puja#৬০৬--শেষ-নাহি-যে-শেষ-কথা-কে-বলবে,৬০৬,শেষ নাহি যে শেষ কথা কে বলবে
পূজা,,RabindranathTagore_Songs_Puja#৬০৭--রূপসাগরে-ডুব-দিয়েছি-অরূপরতন-আশা-করি,৬০৭,রূপসাগরে ডুব দিয়েছি অরূপরতন আশা করি
পূজা,,RabindranathTagore_Songs_Puja#৬০৮--কেন-রে-এই-দুয়ারটুকু-পার-হতে-সংশয়,৬০৮,কেন রে এই দুয়ারটুকু পার হতে সংশয়
পূজা,,RabindranathTagore_Songs_Puja#৬০৯--জয়-ভৈরব-জয়-শঙ্কর,৬০৯,জয় ভৈরব জয় শঙ্কর
পূজা,,RabindranathTagore_Songs_Puja#৬১০--আগুনে-হল-আগুনময়,৬১০,আগুনে হল আগুনময়
পূজা,,RabindranathTagore_Songs_Puja#৬১১--ওরে-আগুন-আমার-ভাই,৬১১,ওরে আগুন আমার ভাই
পূজা,,RabindranathTagore_Songs_Puja#৬১২--দুঃখ-যে-তোর-নয়-রে-চিরন্তন,৬১২,দুঃখ যে তোর নয় রে চিরন্তন
পূজা,,RabindranathTagore_Songs_Puja#৬১৩--মরণসাগরপারে-তোমরা-অমর,৬১৩,মরণসাগরপারে তোমরা অমর
পূজা,,RabindranathTagore_Songs_Puja#৬১৪--যেতে-যদি-হয়-হবে,৬১৪,যেতে যদি হয় হবে
পূজা,,RabindranathTagore_Songs_Puja#৬১৫--পথের-শেষ-কোথায়-শেষ-কোথায়-কী-আছে-শেষে,৬১৫,পথের শেষ কোথায় শেষ কোথায় কী আছে শেষে
পূজা,,RabindranathTagore_Songs_Puja#৬১৬--যাত্রাবেলায়-রুদ্র-রবে-বন্ধনডোর-ছিন্ন-হবে,৬১৬,যাত্রাবেলায় রুদ্র রবে বন্ধনডোর ছিন্ন হবে
পূজা,,RabindranathTagore_Songs_Puja#৬১৭--আজকে-মোরে-বোলো-না-কাজ-করতে,৬১৭,আজকে মোরে বোলো না কাজ করতে
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১--বসন্ত-আওল-রে,১,বসন্ত আওল রে
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#২--শুন-লো-শুন-লো-বালিকা-রাখ-কুসুমমালিকা,২,শুন লো শুন লো বালিকা রাখ কুসুমমালিকা
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৩--হৃদয়ক-সাধ-মিশাওল-হৃদয়ে-কণ্ঠে-শুখাওল-মালা,৩,হৃদয়ক সাধ মিশাওল হৃদয়ে কণ্ঠে শুখাওল মালা
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৪--শ্যাম-রে-নিপট-কঠিন-মন-তোর,৪,শ্যাম রে নিপট কঠিন মন তোর
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৫--সজনি-সজনি-রাধিকা-লো-দেখ-অবহুঁ-চাহিয়া,৫,সজনি সজনি রাধিকা লো দেখ অবহুঁ চাহিয়া
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৬--বঁধুয়া-হিয়া-পর-আও-রে,৬,বঁধুয়া হিয়া-পর আও রে
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৭--শুন-সখি-বাজই-বাঁশি,৭,শুন সখি বাজই বাঁশি
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৮--গহন-কুসুমকুঞ্জ-মাঝে-মৃদুল-মধুর-বংশি-বাজে,৮,গহন কুসুমকুঞ্জ-মাঝে মৃদুল মধুর বংশি বাজে
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#৯--সতিমির-রজনি-সচকিত-সজনী-শূন্য-নিকুঞ্জ-অরণ্য,৯,সতিমির রজনি সচকিত সজনী শূন্য নিকুঞ্জ-অরণ্য
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১০--বজাও-রে-মোহন-বাঁশি,১০,বজাও রে মোহন বাঁশি
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১১--আজু-সখি-মুহু-মুহু-গাহে-পিক-কুহু-কুহু,১১,আজু সখি মুহু মুহু গাহে পিক কুহু কুহু
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১২--শ্যাম-মুখে-তব-মধুর-অধরমে-হাস-বিকাশত-কায়,১২,শ্যাম মুখে তব মধুর অধরমে হাস বিকাশত কায়
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৩--বাদরবরখন-নীরদগরজন-বিজুলিচমকন-ঘোর,১৩,বাদরবরখন নীরদগরজন বিজুলিচমকন ঘোর
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৪--সখি-রে-পিরীত-বুঝবে-কে,১৪,সখি রে পিরীত বুঝবে কে
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৫--হম-সখি-দারিদ-নারী,১৫,হম সখি দারিদ নারী
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৬--মাধব-না-কহ-আদরবাণী-না-কর-প্রেমক-নাম,১৬,মাধব না কহ আদরবাণী না কর প্রেমক নাম
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৭--সখি-লো-সখি-লো-নিকরুণ-মাধব-মথুরাপুর-যব-যায়,১৭,সখি লো সখি লো নিকরুণ মাধব মথুরাপুর যব যায়
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৮--বার-বার-সখি-বারণ-করনু-ন-যাও-মথুরাধাম,১৮,বার বার সখি বারণ করনু ন যাও মথুরাধাম
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#১৯--হম-যব-না-রব-সজনী,১৯,হম যব না রব সজনী
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#২০--কো-তুঁহু-বোলবি-মোয়,২০,কো তুঁহু বোলবি মোয়
ভানুসিংহ ঠাকুরের পদাবলি,,RabindranathTagore_Songs_Bhanusimha#প্রেম-১৮১--মরণ-রে-তুঁহুঁ-মম-শ্যামসমান,প্রেম-১৮১,মরণ রে তুঁহুঁ মম শ্যামসমান
